value
57
55
55
55
57
57
60
60
59
58
57
56
59
58
57
59
58
58
60
59
69
69
65
59
59
60
61
59
56
57
58
58
61
58
60
60
60
68
67
63
59
60
58
57
61
68
69
69
66
63
62
62
65
65
65
62
64
67
70
70
71
69
64
62
62
69
64
61
57
56
59
60
64
60
59
57
56
55
56
55
54
54
57
57
58
57
56
55
55
56
56
56
59
58
56
60
65
60
54
55
56
56
59
58
59
56
58
57
65
62
63
65
62
60
61
61
62
58
56
64
67
66
63
65
68
65
62
63
64
63
62
66
60
64
66
66
61
62
65
65
62
64
58
59
58
58
58
58
59
58
60
58
58
58
58
59
60
60
58
57
57
58
63
62
57
60
57
58
58
59
59
57
56
56
56
57
57
58
57
58
58
59
59
56
56
57
55
55
57
57
56
57
56
56
58
58
57
57
58
54
55
57
54
54
53
53
53
53
55
54
54
52
55
55
56
55
53
54
55
54
53
54
53
55
57
56
53
59
66
68
69
65
58
59
56
55
55
52
52
55
56
53
51
53
58
56
57
54
52
54
57
52
55
58
54
56
55
59
61
57
58
69
75
73
80
82
81
86
80
81
68
53
54
55
52
54
53
54
53
53
55
54
58
59
69
68
61
57
51
52
52
52
55
60
65
68
67
67
72
75
71
67
71
78
76
78
75
58
72
76
75
70
72
69
68
68
62
66
65
61
65
64
59
63
60
61
60
66
71
73
59
61
63
63
58
72
64
60
61
61
56
56
55
56
55
57
56
56
57
59
58
59
59
58
59
59
59
64
61
62
59
64
68
74
64
73
70
72
65
67
67
66
64
61
63
63
65
66
60
66
71
69
67
65
69
67
65
64
63
66
65
65
68
65
66
74
70
66
66
64
64
60
61
62
62
62
62
66
68
63
61
64
62
63
64
69
69
68
64
68
67
58
65
61
61
60
68
63
66
66
63
66
66
65
63
67
64
62
67
62
57
60
61
62
63
62
62
64
64
59
59
57
59
63
64
66
68
63
62
61
60
62
60
59
60
61
62
61
60
58
57
60
66
61
62
68
66
60
59
60
70
64
65
70
71
72
61
65
59
60
62
61
61
61
56
54
75
59
66
69
69
75
66
70
66
58
59
60
59
60
61
61
62
62
65
64
63
64
63
64
64
65
63
63
64
61
63
84
66
60
59
58
58
62
72
64
60
62
61
61
61
62
61
61
61
60
61
70
64
58
58
61
56
57
57
56
66
57
58
58
59
63
63
66
69
66
65
61
59
63
73
56
56
56
62
57
64
54
58
57
56
55
57
58
56
57
57
56
56
58
64
58
60
56
61
66
56
55
58
65
63
68
60
58
61
59
60
59
59
58
69
59
60
63
64
66
62
66
64
64
65
66
64
65
66
65
64
65
66
65
65
65
65
66
67
67
67
67
78
64
65
64
63
63
64
64
65
64
63
65
64
65
63
66
64
66
64
65
78
70
76
62
62
63
65
71
67
60
61
63
60
61
63
62
64
64
65
63
65
65
66
62
65
68
66
65
66
66
62
64
62
62
62
66
64
68
65
64
65
64
67
65
62
67
67
64
67
65
68
69
69
67
66
69
68
69
66
66
67
68
67
66
63
67
66
74
60
67
60
60
60
63
60
60
59
60
68
60
62
65
69
61
61
63
63
64
61
61
64
62
65
75
63
60
60
60
61
61
60
60
59
60
60
62
62
60
65
60
60
60
58
59
63
66
79
58
60
70
61
61
66
64
64
61
63
62
61
59
64
65
61
76
62
62
62
72
61
63
62
63
64
65
65
65
64
64
65
65
64
62
65
63
64
65
85
65
62
61
60
61
61
61
61
61
61
61
70
61
60
60
62
62
60
73
60
59
59
69
59
60
58
62
61
60
76
57
57
60
61
61
64
71
70
57
56
63
64
61
62
64
61
60
61
64
55
70
62
59
56
58
59
60
59
59
61
60
60
59
60
61
60
60
59
60
60
62
59
60
61
62
61
62
62
63
64
63
63
62
63
64
62
63
76
62
71
55
57
56
57
56
56
57
58
58
64
57
57
58
58
64
55
56
54
61
55
55
55
55
55
53
56
53
55
54
52
52
53
58
57
61
58
57
55
54
56
54
57
65
55
57
55
56
62
58
57
58
57
58
58
58
58
59
60
60
60
59
59
59
59
58
59
60
60
60
59
59
59
59
60
60
59
60
59
59
59
57
59
66
58
59
61
67
54
55
53
54
65
54
55
55
53
55
55
55
55
54
55
55
55
55
56
64
55
56
57
55
74
57
55
55
61
57
53
53
53
54
68
52
52
52
52
52
52
62
55
55
53
53
53
53
54
56
57
49
52
56
56
57
67
52
50
54
52
54
54
53
65
58
58
56
55
54
54
55
54
55
55
55
55
55
56
56
56
57
55
55
57
54
56
55
57
56
56
57
57
57
56
56
56
56
56
56
56
56
56
56
57
57
56
57
72
63
62
58
57
55
56
55
60
54
54
55
55
55
53
53
54
54
54
53
51
52
51
52
53
52
51
53
71
102
101
63
74
73
70
71
59
64
78
77
84
79
73
66
59
64
57
65
64
63
65
63
66
62
61
62
65
64
64
62
62
60
60
62
61
57
57
61
63
64
60
65
72
66
61
60
59
66
56
54
56
55
56
56
55
55
56
55
57
57
55
55
54
57
54
55
54
57
54
57
59
59
60
58
56
57
58
60
58
57
59
57
56
55
57
57
57
59
65
60
61
64
63
62
66
63
59
62
65
68
61
59
60
66
62
60
57
59
57
60
57
58
58
63
60
64
57
61
62
59
59
58
57
57
60
63
62
59
60
67
64
63
65
67
63
60
65
66
60
58
57
59
58
59
56
58
60
61
63
60
62
63
64
64
65
64
65
64
61
58
59
60
61
63
61
60
62
64
68
69
70
74
71
69
65
66
66
65
66
65
66
63
64
60
59
61
63
62
62
66
65
67
63
65
67
68
67
69
63
65
65
62
64
68
63
59
54
55
56
57
62
65
62
64
66
65
68
64
73
67
64
70
77
72
75
72
68
64
72
68
64
61
64
65
69
70
67
69
69
67
64
62
63
69
69
69
71
64
67
71
67
66
69
74
73
74
76
75
74
73
76
76
76
78
72
68
76
66
70
79
77
69
75
77
75
64
67
68
66
60
62
61
59
59
62
58
62
61
61
61
61
64
64
60
58
59
58
60
61
61
60
62
59
58
58
59
59
61
67
63
59
58
58
59
60
60
62
64
63
62
71
73
70
69
70
71
66
64
67
71
70
70
62
64
65
62
62
71
78
78
78
77
75
75
73
71
71
73
72
72
70
67
68
67
68
68
69
70
73
72
71
77
73
71
74
73
69
68
67
63
66
68
65
66
69
66
67
64
67
66
66
67
72
70
66
66
69
72
74
73
72
74
72
72
70
62
69
71
72
72
68
67
69
68
69
72
72
75
75
74
79
80
82
82
80
78
77
78
79
75
72
66
63
68
68
65
67
63
68
69
69
67
68
74
67
65
62
63
69
67
66
69
66
66
65
68
71
72
76
78
80
76
78
84
77
74
78
81
74
78
77
73
71
74
77
74
74
76
73
73
74
73
73
97
92
85
85
89
85
83
85
77
74
76
75
74
72
72
75
72
73
70
74
67
69
67
61
61
66
68
72
67
70
72
75
75
77
77
76
76
80
80
81
77
61
62
63
62
63
63
64
64
67
70
69
70
70
70
72
67
68
65
59
52
45
45
42
41
41
41
41
41
40
40
40
40
41
40
39
40
41
66
67
69
63
67
62
63
64
65
63
64
67
60
60
62
60
61
61
61
62
68
68
64
61
58
59
59
60
62
62
62
63
62
62
62
62
73
60
58
59
59
60
59
60
58
67
59
61
60
62
63
63
62
63
63
63
63
64
64
63
63
65
63
64
64
65
65
65
66
65
67
65
78
66
68
68
66
69
73
66
68
69
63
67
67
69
72
67
75
68
67
66
63
65
63
62
63
63
61
64
60
62
62
64
64
63
65
65
66
65
66
66
66
66
64
66
66
67
66
67
68
76
72
62
63
59
59
60
60
60
65
59
59
60
59
60
61
61
60
69
61
61
61
58
60
59
59
59
57
60
62
59
57
56
56
56
56
56
58
58
58
58
63
72
63
53
56
54
64
56
62
57
57
54
55
57
56
52
54
55
55
59
54
59
53
56
57
55
57
57
56
55
56
56
56
56
64
58
58
57
57
56
56
55
56
56
55
56
57
56
66
57
60
59
60
58
60
59
58
58
59
59
59
59
59
60
60
60
70
62
57
61
55
55
55
55
55
54
55
55
55
55
55
66
57
54
53
53
53
53
55
63
54
54
53
52
53
52
52
53
52
53
52
53
52
52
53
51
52
52
52
52
52
53
53
62
54
54
53
54
53
53
53
53
54
54
65
57
56
54
54
55
58
54
53
54
54
53
54
54
54
55
53
55
53
54
53
54
57
62
56
54
52
53
53
52
53
53
52
51
50
53
51
62
54
54
51
51
56
63
51
52
51
51
56
57
51
50
49
64
57
52
49
48
49
49
47
49
51
53
52
52
52
54
49
49
49
52
62
53
55
55
55
56
53
55
54
55
62
54
54
56
55
54
60
55
56
56
56
57
57
55
57
57
57
57
57
57
58
57
56
57
57
56
56
56
55
53
55
47
48
54
54
55
53
51
51
52
52
52
52
52
52
53
52
52
53
52
53
54
54
69
53
53
53
53
53
53
53
53
60
52
53
54
53
52
53
53
54
53
53
54
54
53
55
53
55
56
63
54
54
52
51
50
49
53
52
52
51
50
50
59
56
51
51
53
68
62
57
55
56
54
62
55
61
53
56
55
56
54
53
55
57
53
54
54
54
54
54
54
53
53
53
53
54
54
54
57
57
50
51
49
49
49
49
50
51
51
51
51
51
51
52
51
53
51
52
51
52
52
59
49
50
54
50
51
58
51
50
52
50
50
50
52
50
53
61
52
49
53
53
54
52
53
56
53
54
58
53
51
51
53
50
56
54
49
51
51
53
49
50
52
53
52
51
51
53
56
57
51
55
55
53
52
54
53
52
54
53
68
54
53
56
57
52
54
55
52
54
53
53
54
54
54
55
53
55
55
55
55
56
55
55
66
54
54
54
55
55
60
56
52
53
54
53
54
54
54
54
68
53
51
52
53
53
53
52
52
53
60
52
52
52
53
53
65
54
53
54
54
52
54
54
55
54
52
51
53
66
60
57
57
57
57
56
56
55
56
57
56
57
57
56
56
55
54
52
52
50
53
55
51
56
73
62
58
75
85
69
76
85
83
86
76
81
82
73
72
74
60
59
60
65
63
62
63
66
69
71
68
67
62
65
71
68
62
64
72
70
65
64
63
68
65
63
66
67
68
70
67
70
71
63
62
67
61
60
61
62
65
67
66
69
65
65
62
66
61
56
58
62
60
59
60
60
62
65
63
60
69
60
69
67
64
63
63
63
61
58
55
62
58
59
60
65
59
60
65
65
63
63
62
59
60
63
68
63
60
64
67
66
63
59
60
61
62
56
56
55
56
58
56
55
57
54
56
57
58
60
56
58
58
58
59
62
67
69
70
68
69
67
68
71
71
68
60
63
62
69
69
58
69
81
75
79
78
78
76
73
67
66
62
64
64
66
66
65
59
63
66
62
64
65
66
61
64
69
61
66
63
65
64
64
66
66
65
66
66
70
72
69
68
71
71
68
70
69
67
66
69
78
77
75
73
72
74
76
62
64
65
65
60
61
64
68
73
66
65
65
63
62
68
65
64
63
62
66
70
67
65
64
65
64
60
61
64
65
65
60
55
56
53
52
54
58
59
61
66
67
67
70
70
73
73
74
75
75
73
71
72
73
76
75
75
74
71
73
71
76
78
74
73
75
75
72
72
73
74
75
74
72
73
71
71
69
70
75
76
75
76
77
77
76
75
74
73
70
72
75
76
74
72
71
70
71
75
77
78
75
73
74
74
71
71
69
63
66
70
70
72
72
72
72
71
70
70
70
71
70
70
71
72
73
73
74
76
74
74
74
74
75
74
75
69
71
70
68
65
70
69
64
63
63
65
65
68
68
69
71
69
70
70
70
67
64
67
65
66
70
72
75
76
75
74
73
74
76
67
66
69
66
69
73
72
77
76
82
73
69
69
70
67
68
68
69
79
82
78
80
76
80
78
72
73
76
77
76
76
77
77
73
74
78
81
81
79
80
79
76
71
67
68
66
65
67
68
69
69
69
69
71
65
66
75
74
71
72
75
72
77
81
78
68
71
71
67
69
72
70
74
74
78
75
74
75
73
72
73
73
74
74
70
66
65
68
76
70
71
67
66
68
72
71
75
74
69
67
67
67
71
71
76
78
75
77
75
73
81
81
66
66
64
67
69
69
77
83
72
69
69
69
69
69
69
68
68
70
71
71
67
67
66
69
69
68
70
74
74
75
72
76
71
66
65
64
64
64
65
65
72
72
73
73
76
66
67
76
76
76
75
74
73
71
74
70
69
74
74
74
73
71
77
69
70
70
70
74
80
79
80
75
76
70
68
76
70
63
67
81
79
72
69
76
68
75
72
75
69
67
68
68
68
70
73
68
68
67
73
68
67
67
68
68
68
67
68
69
68
67
67
66
66
66
69
65
68
66
66
65
66
66
66
66
66
69
70
62
62
61
68
61
60
63
64
61
62
62
62
60
63
61
62
63
63
61
62
62
79
63
64
63
63
63
63
63
64
63
63
64
62
62
61
62
61
61
62
62
61
61
63
63
80
60
64
63
62
59
64
58
66
60
59
59
58
59
60
61
71
59
62
60
61
61
61
62
60
61
69
76
71
64
64
61
62
59
64
59
62
60
59
60
61
60
61
60
69
63
58
58
57
57
57
64
57
58
57
58
57
57
57
64
56
57
55
56
57
57
57
57
57
57
58
60
65
68
55
53
53
55
56
55
57
52
53
53
56
54
53
53
53
52
57
54
51
53
51
50
53
53
55
53
52
52
54
51
54
55
53
52
52
52
54
51
52
51
51
51
50
48
49
50
49
50
51
50
50
51
53
54
53
55
54
54
53
52
52
54
53
55
54
54
54
55
55
53
58
55
54
54
54
54
55
55
55
54
53
53
54
56
53
54
55
55
60
53
60
53
52
52
54
55
56
54
55
54
55
55
55
53
54
55
55
65
54
55
53
54
53
53
53
53
53
53
53
53
54
54
55
54
54
54
54
55
54
54
55
55
55
55
54
55
63
75
56
62
54
57
53
53
52
51
53
52
51
51
51
54
60
50
51
50
51
50
49
51
49
51
49
51
51
49
51
52
50
53
56
58
56
55
55
58
51
52
51
52
51
51
51
52
52
53
51
52
51
52
52
52
52
52
53
52
53
53
53
53
53
53
61
51
52
54
55
54
53
54
55
58
51
51
53
53
54
52
52
52
51
52
51
52
52
51
52
52
51
52
53
63
54
54
53
52
52
51
60
61
53
53
53
53
53
51
52
63
60
52
53
52
52
52
51
52
51
51
51
52
58
53
50
51
51
51
50
51
50
51
51
51
52
50
51
66
52
53
53
53
53
54
67
81
95
88
83
120
72
83
105
121
127
135
133
125
114
112
112
107
99
84
86
86
84
83
85
81
88
92
79
77
80
82
78
78
77
75
73
77
79
81
81
82
76
76
73
73
78
82
82
74
73
77
78
74
69
77
95
85
75
74
71
65
67
68
71
67
67
63
65
69
76
76
70
69
69
75
62
62
62
62
60
62
66
63
64
65
62
63
61
62
64
62
62
62
60
61
64
71
65
62
57
59
61
63
62
62
63
64
63
62
62
62
62
68
71
62
73
62
60
61
64
63
67
68
73
73
72
71
72
65
61
63
63
65
66
61
62
62
63
61
63
66
64
64
59
65
65
66
66
67
65
65
64
63
60
65
61
59
63
65
65
73
63
57
68
67
62
61
60
93
102
106
104
80
84
59
60
60
58
59
62
63
63
66
66
69
71
68
59
62
58
61
63
71
61
64
64
66
68
63
60
64
63
65
65
61
63
64
63
60
62
61
60
60
60
59
62
62
59
59
57
59
59
60
62
60
60
59
56
56
58
59
59
61
72
70
60
79
80
91
88
87
87
84
79
73
75
76
76
76
72
73
79
79
64
66
66
66
67
68
69
70
70
70
69
67
65
66
67
66
68
67
68
67
68
74
68
66
66
66
67
67
66
66
68
66
65
71
81
70
65
65
64
74
66
66
65
68
64
70
66
64
69
65
70
73
66
63
60
60
60
60
60
61
62
65
60
61
60
60
60
62
69
61
58
60
60
61
61
60
64
62
63
63
63
64
62
59
60
62
60
62
60
60
63
64
66
81
79
78
79
74
74
85
69
67
68
68
65
65
68
71
76
62
61
62
59
59
64
61
63
64
64
68
63
63
57
66
68
64
63
61
64
62
61
63
64
61
64
65
65
60
63
60
59
61
62
62
60
59
62
64
69
69
80
92
98
88
61
59
58
62
64
66
60
63
68
66
59
61
62
63
61
61
65
65
60
61
59
60
67
58
58
60
56
56
58
58
56
59
59
59
60
58
57
64
60
58
56
55
57
59
58
58
57
59
62
58
59
57
57
57
58
58
60
57
59
58
63
59
57
56
55
58
59
59
60
64
65
64
59
57
57
56
56
60
59
58
61
58
58
58
58
58
57
57
59
56
59
61
57
57
55
57
58
63
62
64
75
89
94
78
79
79
70
60
66
66
62
68
70
72
78
82
86
97
106
106
109
103
101
108
117
110
98
109
111
99
95
91
84
87
80
81
72
67
68
70
69
62
63
67
76
80
74
68
69
69
74
73
68
66
60
58
60
60
58
60
66
70
62
60
58
65
62
57
62
66
57
58
62
59
58
61
58
59
58
63
63
58
58
59
59
61
61
62
63
65
62
57
61
62
62
62
61
60
65
68
63
66
66
66
69
68
69
69
70
68
63
68
68
71
73
72
74
73
75
77
74
70
75
78
74
75
75
77
73
72
73
70
66
65
73
75
70
65
67
65
67
64
68
70
78
71
70
75
72
65
66
64
65
65
64
66
66
66
67
65
68
63
65
64
64
64
66
66
63
58
59
58
59
59
58
59
58
59
62
63
61
59
60
61
65
63
62
65
63
63
64
64
65
65
65
63
65
64
64
62
76
70
65
61
61
60
59
59
60
60
60
61
61
62
62
58
65
63
63
59
73
57
59
58
58
56
56
55
56
56
57
56
58
63
56
55
55
56
54
55
56
56
70
56
56
56
57
56
57
56
55
55
56
56
56
56
56
57
57
57
56
56
56
56
73
64
61
58
58
58
57
57
58
58
58
59
59
73
60
61
59
57
66
57
57
56
57
56
56
57
56
57
57
57
56
57
57
71
57
58
57
56
67
55
56
56
54
55
56
56
61
57
56
63
58
65
73
81
64
63
65
66
58
79
65
64
64
58
58
56
57
61
72
62
65
54
57
63
63
57
63
59
67
63
56
56
55
55
57
58
59
60
58
58
60
58
57
60
78
66
68
59
57
58
56
55
56
55
56
55
83
81
87
89
87
86
86
82
81
75
83
78
79
85
79
75
78
76
73
74
76
72
76
80
80
82
83
83
86
83
81
85
91
79
77
77
76
77
81
88
88
88
94
107
114
108
103
57
56
69
63
65
64
65
63
61
60
61
60
66
61
60
62
60
60
60
61
60
60
61
62
57
57
56
56
61
57
61
63
63
59
59
53
56
56
56
57
60
57
59
59
59
57
56
55
58
56
58
59
57
58
65
65
65
64
64
63
63
63
61
57
62
58
54
55
57
57
60
61
62
61
61
62
62
62
59
58
61
62
63
64
67
63
64
61
63
64
58
59
58
57
60
65
62
56
57
53
53
54
54
56
53
54
56
56
54
57
68
73
73
72
66
68
72
70
63
67
67
65
66
65
61
60
66
63
61
63
68
62
64
61
58
59
64
61
54
55
56
55
56
55
56
56
58
61
63
69
70
72
75
72
71
76
75
77
68
65
64
67
73
78
80
81
79
72
71
74
76
75
63
61
67
67
69
65
63
63
64
67
65
64
62
61
67
63
64
64
64
66
66
67
68
73
78
79
77
74
74
72
79
79
79
69
60
63
64
68
74
67
65
72
72
67
71
73
74
73
75
75
69
73
79
80
87
100
111
122
126
123
117
121
116
108
103
98
94
86
84
86
89
100
79
82
82
85
88
87
85
81
76
76
81
78
78
87
88
78
88
103
88
84
85
78
78
81
83
82
83
83
86
86
94
94
86
84
73
88
88
91
90
89
87
85
85
84
86
87
90
92
93
85
82
83
83
85
89
89
85
83
85
78
78
78
81
84
75
72
78
74
73
74
76
76
72
73
70
70
66
71
71
66
66
72
70
69
66
66
64
69
69
67
65
68
67
70
71
67
69
70
65
69
63
78
70
68
69
69
70
66
67
66
67
68
59
57
65
68
68
71
70
70
70
69
70
77
74
66
62
68
67
67
64
62
65
64
67
66
64
63
65
62
63
61
62
63
61
61
64
64
67
68
65
68
69
70
78
73
75
77
80
80
80
81
80
79
78
78
69
64
71
71
75
85
88
87
85
71
67
60
60
61
60
60
61
62
64
59
63
64
65
60
60
61
59
64
68
60
60
60
62
57
57
58
61
61
59
58
55
54
59
64
57
57
60
58
63
58
59
60
58
57
59
58
58
57
57
60
63
65
64
61
57
64
84
83
94
108
105
104
87
66
62
62
60
59
58
58
55
62
60
65
62
64
63
61
60
63
65
61
58
61
62
59
61
63
65
70
72
65
66
64
60
63
67
65
66
64
61
63
61
61
64
65
63
65
65
63
66
64
60
60
58
58
60
62
63
58
57
59
59
57
59
58
63
62
59
62
68
70
68
61
62
64
67
68
68
62
65
59
61
80
81
69
62
63
62
62
62
59
61
63
60
59
63
66
61
65
69
71
78
76
60
61
61
68
70
71
69
73
76
82
85
80
81
81
80
78
68
62
62
66
62
62
60
64
73
66
65
68
68
62
61
61
62
63
62
60
64
63
62
62
62
60
62
62
60
62
65
62
61
60
61
61
62
62
63
63
64
65
60
57
56
55
56
55
57
56
58
58
62
58
58
58
59
58
58
59
59
61
61
57
58
55
55
57
55
56
56
57
59
57
56
57
56
56
59
59
58
60
60
60
60
64
61
60
60
60
59
53
62
64
59
58
57
61
60
62
66
64
64
58
56
54
56
57
57
60
63
62
71
83
87
81
69
55
57
57
57
54
56
59
57
60
63
66
55
55
55
56
55
55
55
55
55
56
57
59
58
56
56
60
57
57
56
56
55
55
56
56
57
56
58
58
60
63
64
65
56
54
56
58
58
55
54
55
54
54
53
54
53
54
56
55
55
55
55
55
56
56
56
58
59
59
57
55
53
56
56
55
55
53
54
55
55
56
55
56
57
56
56
54
56
55
53
56
58
57
54
54
57
56
56
57
56
59
64
58
60
61
64
69
73
75
71
64
60
59
60
62
56
59
58
56
53
54
59
60
57
58
55
56
57
55
55
55
55
57
56
54
56
57
57
55
55
57
56
54
55
57
58
55
55
56
56
56
58
57
58
59
58
56
56
56
67
67
79
75
75
79
76
67
65
67
70
70
67
68
73
70
70
73
73
70
72
73
71
71
69
72
74
73
81
84
87
85
85
85
85
86
83
78
80
89
89
85
85
87
88
86
85
83
79
79
82
80
81
83
80
84
89
90
91
86
85
90
95
95
93
100
92
83
83
82
79
77
79
78
73
73
71
70
74
71
70
70
68
65
87
84
77
77
77
76
70
71
71
68
65
68
63
63
76
90
94
96
99
92
92
83
75
76
81
82
86
92
100
102
110
116
117
118
114
112
109
101
100
96
86
73
75
73
77
77
83
77
77
74
76
79
77
75
77
75
75
72
73
74
66
65
69
66
62
68
63
67
62
62
63
67
65
62
65
68
66
62
59
63
65
65
64
61
63
59
63
63
62
63
62
59
67
70
67
67
73
73
71
66
69
70
67
62
64
68
67
67
63
69
72
61
65
66
66
62
65
65
63
58
62
64
68
69
65
64
68
68
69
74
79
71
64
70
76
77
72
72
79
78
77
70
73
76
77
74
74
73
72
71
69
74
76
76
71
66
69
71
72
77
69
73
74
70
72
71
67
65
68
70
67
69
68
68
67
63
67
67
66
67
66
66
66
66
67
64
64
64
65
63
64
64
64
64
62
64
65
61
58
61
60
60
59
60
61
60
59
60
60
61
61
61
62
60
61
62
62
63
63
61
54
58
58
54
67
69
67
67
68
66
60
61
58
64
62
54
64
58
58
58
53
53
53
53
54
53
54
56
53
51
54
55
55
54
57
55
57
54
54
54
55
54
55
55
57
53
56
59
55
57
58
57
59
57
57
57
59
58
57
56
61
57
58
61
59
53
53
56
55
55
55
54
55
53
55
53
53
53
55
53
54
54
55
52
55
52
53
54
61
63
64
58
56
56
56
60
57
57
58
57
58
59
58
57
57
58
58
57
57
57
57
57
58
58
56
57
57
56
58
58
57
57
56
57
56
56
56
56
55
55
56
57
59
59
55
53
53
54
53
56
53
53
54
54
54
55
54
55
54
55
54
55
54
55
54
61
57
57
52
52
54
52
52
51
52
51
63
55
53
52
53
52
54
53
53
55
53
54
51
52
53
53
52
52
53
56
58
57
56
60
76
73
73
75
75
65
63
69
64
76
71
72
78
71
72
80
79
77
76
72
72
61
63
65
65
65
62
64
68
72
67
70
74
75
75
69
67
68
70
72
69
67
62
64
65
64
61
64
63
64
65
60
60
62
64
65
63
63
67
67
66
67
61
62
62
62
65
61
69
66
64
62
69
63
62
65
65
67
67
68
62
62
64
64
65
63
60
64
65
66
67
73
71
69
69
69
68
67
68
68
64
68
65
66
67
62
65
65
70
65
59
65
63
63
64
62
58
57
60
61
58
59
57
61
60
58
56
57
57
58
59
57
56
58
58
58
60
61
59
59
57
57
58
57
58
58
60
60
58
59
59
60
59
60
60
55
59
56
55
56
54
57
62
58
58
59
57
57
60
58
61
58
54
56
56
56
56
56
59
59
56
56
58
56
55
59
57
57
56
58
64
60
58
58
55
54
53
56
58
60
61
58
59
62
63
64
66
61
59
62
58
60
61
58
59
60
61
60
60
61
60
60
59
59
58
59
60
61
61
62
63
62
63
61
65
63
61
61
61
64
57
60
60
62
55
59
60
59
61
62
62
60
61
61
63
64
64
59
62
63
60
61
59
59
58
61
70
79
81
84
81
83
84
86
82
82
86
83
82
83
87
78
74
70
73
72
74
76
77
74
75
73
77
81
76
74
74
75
76
72
72
71
69
68
68
69
70
72
72
69
67
67
64
71
69
69
68
67
66
73
66
64
65
72
70
69
68
65
71
71
67
68
67
69
66
69
65
56
57
64
62
64
72
69
65
65
65
65
64
64
65
63
61
65
68
64
68
65
65
67
66
66
62
59
59
62
60
60
59
60
62
64
69
69
65
63
62
62
63
64
63
65
64
64
69
71
66
66
68
72
68
63
64
60
61
61
63
65
64
66
67
65
65
62
61
63
61
59
60
62
62
63
63
63
64
62
63
59
60
62
62
65
65
63
59
57
61
64
62
58
59
58
57
57
58
59
58
58
58
58
59
59
63
62
57
54
56
56
58
60
60
60
56
60
60
60
60
63
62
62
62
65
65
66
69
67
70
72
75
72
69
62
62
75
76
78
85
81
80
78
73
70
69
67
73
71
71
74
75
76
81
74
71
74
83
74
74
63
63
62
62
64
65
60
60
63
63
64
64
65
65
64
65
65
65
66
70
67
66
65
63
65
66
69
65
65
66
66
66
69
65
61
67
67
63
61
64
63
60
59
63
62
62
65
63
62
63
58
61
62
70
68
65
72
68
72
69
69
68
67
68
66
65
68
68
69
71
71
70
69
69
80
72
75
74
75
66
68
74
69
66
69
69
66
68
73
70
71
70
72
74
72
72
73
72
73
75
75
71
65
69
67
67
65
68
64
70
71
66
65
65
65
63
67
65
66
66
68
70
67
70
73
69
71
75
66
68
69
66
62
67
76
72
70
74
84
89
82
71
67
71
74
67
66
74
73
72
72
74
75
71
71
64
65
69
71
68
68
68
65
67
66
64
63
64
66
62
64
64
62
59
63
65
65
64
66
67
66
67
68
68
67
66
64
64
63
64
66
56
55
