Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
28954189,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,"Shusterman, Neal",,"=""1442472421""","=""9781442472426""",0,4.32,Simon Schuster Books for Young Readers,Hardcover,435,2016,2016,,2019/05/11,to-read,to-read (#582),to-read,,,,0,,,0,,,,,
2013,"The Jesus Incident (The Pandora Sequence, #1)",Frank Herbert,"Herbert, Frank",Bill Ransom,"=""0441385397""","=""9780441385393""",0,3.72,Ace,Paperback,432,1987,1979,,2019/05/05,to-read,to-read (#581),to-read,,,,0,,,0,,,,,
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Joanna Kilmartin, Steve Cox","=""""","=""""",0,3.99,Harcourt,Paperback,204,2002,1961,,2019/05/02,to-read,to-read (#580),to-read,,,,0,,,0,,,,,
35157323,"A Goblin's Tale (The Iron Teeth, #1)",Scott Straughan,"Straughan, Scott",,"=""""","=""9781775002901""",0,4.24,,ebook,,2017,2017,,2019/04/18,to-read,to-read (#579),to-read,,,,0,,,0,,,,,
15819028,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,"Wecker, Helene",,"=""0062110837""","=""9780062110831""",5,4.08,Harper,Hardcover,486,2013,2013,,2017/06/24,,,read,,,,1,,,1,,,unspecified,,
35437058,"Master Assassins (The Fire Sacraments, #1)",Robert V.S. Redick,"Redick, Robert V.S.",,"=""""","=""""",0,4.08,Talos,Kindle Edition,460,2018,2018,,2019/04/10,to-read,to-read (#578),to-read,,,,0,,,0,,,,,
26883558,The Ballad of Black Tom,Victor LaValle,"LaValle, Victor",,"=""0765387867""","=""9780765387868""",0,3.90,Tor.com,Paperback,149,2016,2016,,2019/04/09,to-read,to-read (#577),to-read,,,,0,,,0,,,,,
29774026,The Priory of the Orange Tree,Samantha Shannon,"Shannon, Samantha",,"=""""","=""""",0,4.16,Bloomsbury Publishing,ebook,848,2019,2019,,2019/04/08,to-read,to-read (#576),to-read,,,,0,,,0,,,,,
36220698,"Record of a Spaceborn Few (Wayfarers, #3)",Becky Chambers,"Chambers, Becky",,"=""0062699229""","=""9780062699220""",4,4.10,Harper Voyager,Paperback,358,2018,2018,,2019/01/15,,,read,,,,1,,,0,,,,,
30653753,"A Closed and Common Orbit (Wayfarers, #2)",Becky Chambers,"Chambers, Becky",,"=""0062569406""","=""9780062569400""",4,4.32,Harper Voyager,Paperback,364,2017,2016,,2018/12/20,,,read,,,,1,,,0,,,,,
35018907,"Semiosis (Semiosis Duology, #1)",Sue Burke,"Burke, Sue",,"=""076539135X""","=""9780765391353""",0,3.92,Tor Books,Hardcover,336,2018,2018,,2019/04/07,to-read,to-read (#575),to-read,,,,0,,,0,,,,,
36117102,The Luminous Dead,Caitlin  Starling,"Starling, Caitlin",,"=""""","=""""",0,3.71,Harper Voyager,Kindle Edition,432,2019,2019,,2019/04/04,to-read,to-read (#574),to-read,,,,0,,,0,,,,,
36337550,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",0,3.89,Sourcebooks Landmark,Hardcover,432,2018,2018,,2019/04/04,to-read,to-read (#573),to-read,,,,0,,,0,,,,,
28525188,"Columbus Day (Expeditionary Force, #1)",Craig Alanson,"Alanson, Craig",,"=""""","=""""",0,4.26,,Kindle Edition,494,2016,2016,,2019/03/28,to-read,to-read (#572),to-read,,,,0,,,0,,,,,
24237785,"Planetfall (Planetfall, #1)",Emma Newman,"Newman, Emma",,"=""""","=""""",0,3.74,Ace/Roc,Paperback,336,2015,2015,,2019/03/28,to-read,to-read (#571),to-read,,,,0,,,0,,,,,
20697435,The Book of Strange New Things,Michel Faber,"Faber, Michel",,"=""055341884X""","=""9780553418842""",0,3.67,Hogarth,Hardcover,500,2014,2014,,2019/03/28,to-read,to-read (#570),to-read,,,,0,,,0,,,,,
38496759,"Light Years (Light Years, #1)",Kass Morgan,"Morgan, Kass",,"=""0316510440""","=""9780316510448""",0,3.97,"Little, Brown Books for Young Readers",Hardcover,377,2018,2018,,2019/03/28,to-read,to-read (#569),to-read,,,,0,,,0,,,,,
37570595,Friday Black,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""1328911241""","=""9781328911247""",0,4.09,Mariner Books,Paperback,194,2018,2018,,2019/03/16,to-read,to-read (#568),to-read,,,,0,,,0,,,,,
6100412,The Imago Sequence and Other Stories,Laird Barron,"Barron, Laird",,"=""1597801461""","=""9781597801461""",4,4.02,Night Shade,Paperback,239,2009,2007,,2018/03/26,,,read,,,,1,,,0,,,,,
844422,Battle Angel Alita,Yukito Kishiro,"Kishiro, Yukito","Fred Burke, Sterling Bell, Matt Thorn","=""1569310033""","=""9781569310038""",0,4.19,VIZ Media LLC,Paperback,248,1995,1990,,2019/03/05,to-read,to-read (#567),to-read,,,,0,,,0,,,,,
32451736,The Secret of Ventriloquism,Jon Padgett,"Padgett, Jon",,"=""""","=""""",0,4.00,Dunhams Manor Press,Hardcover,201,2016,2016,,2019/03/03,to-read,to-read (#566),to-read,,,,0,,,0,,,,,
28449207,"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,"Taylor, Laini",,"=""0316341681""","=""9780316341684""",0,4.27,"Little, Brown Books for Young Readers",Hardcover,544,2017,2017,,2019/02/27,to-read,to-read (#565),to-read,,,,0,,,0,,,,,
34403860,"Sufficiently Advanced Magic (Arcane Ascension, #1)",Andrew Rowe,"Rowe, Andrew",,"=""""","=""""",0,4.17,,Kindle Edition,621,2017,2017,,2019/02/26,to-read,to-read (#564),to-read,,,,0,,,0,,,,,
466371,The Color of Distance,Amy Thomson,"Thomson, Amy",,"=""0441006329""","=""9780441006328""",0,4.26,Ace,Mass Market Paperback,480,1999,1995,,2019/02/19,to-read,to-read (#563),to-read,,,,0,,,0,,,,,
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400063515""","=""9781400063512""",0,3.94,Random House ,Hardcover,366,2007,2007,,2019/02/18,to-read,to-read (#562),to-read,,,,0,,,0,,,,,
23197269,Aurora,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316098108""","=""9780316098106""",0,3.76,Orbit,Hardcover,466,2015,2015,,2019/02/17,to-read,to-read (#561),to-read,,,,0,,,0,,,,,
28092870,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""1910701882""","=""9781910701881""",3,4.24,HARVILL/SECKER,Paperback,448,2016,2017,,2019/01/01,,,read,,,,1,,,1,,,unspecified,,
16126730,Edgar Allan Poe: Complete Tales and Poems,Edgar Allan Poe,"Poe, Edgar Allan",,"=""1435144589""","=""9781435144583""",0,4.37,Fall River Press,Hardcover,1020,2012,1849,,2014/07/24,to-read,to-read (#7),to-read,,,,0,,,1,,,unspecified,,
30199328,"Hammers on Bone (Persons Non Grata, #1)",Cassandra Khaw,"Khaw, Cassandra",,"=""0765392704""","=""9780765392701""",0,3.72,Tor.com,ebook,68,2016,2016,,2019/02/10,to-read,to-read (#560),to-read,,,,0,,,0,,,,,
24180566,"Of Shadow and Sea (The Elder Empire: Shadow, #1)",Will Wight,"Wight, Will",,"=""""","=""""",0,4.09,Hidden Gnome Publishing,Kindle Edition,406,2014,2014,,2019/02/10,to-read,to-read (#559),to-read,,,,0,,,0,,,,,
9147711,Engines of Desire: Tales of Love & other Horrors,Livia Llewellyn,"Llewellyn, Livia",Laird Barron,"=""1590213246""","=""9781590213247""",0,4.15,Lethe Press,Paperback,198,2011,2011,,2019/02/10,to-read,to-read (#558),to-read,,,,0,,,0,,,,,
353,Time Enough for Love,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",0,3.97,Ace,Mass Market Paperback,589,1988,1973,,2019/02/05,to-read,to-read (#557),to-read,,,,0,,,0,,,,,
52318,"Wild Seed (Patternmaster, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446676977""","=""9780446676977""",0,4.21,Warner Books,Paperback,306,2001,1980,,2019/02/05,to-read,to-read (#556),to-read,,,,0,,,0,,,,,
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",0,4.23,Harper Business,Paperback,623,2006,1949,,2019/02/04,to-read,to-read (#555),to-read,,,,0,,,0,,,,,
2251777,The Revolt of the Angels,Anatole France,"France, Anatole",Wilfrid Jackson,"=""1399719238""","=""9781399719230""",0,4.03,JOHN LANE THE BODLEY HEAD LTD,Hardcover,282,1928,1914,,2019/02/04,to-read,to-read (#554),to-read,,,,0,,,0,,,,,
41074642,Everyday Millionaires: How Ordinary People Built Extraordinary Wealth--And How You Can Too,Chris Hogan,"Hogan, Chris",Dave Ramsey,"=""0977489523""","=""9780977489527""",0,3.86,Ramsey Press,Hardcover,272,2019,,,2019/01/27,to-read,to-read (#553),to-read,,,,0,,,0,,,,,
26892110,The Library at Mount Char,Scott  Hawkins,"Hawkins, Scott",,"=""0553418629""","=""9780553418620""",4,4.09,Broadway Books,Paperback,388,2016,2015,,2016/11/27,,,read,,,,1,,,1,,,unspecified,,
101991,The Throne of Bones,Brian McNaughton,"McNaughton, Brian",,"=""1587151987""","=""9781587151989""",0,4.00,Wildside Press,Paperback,288,2000,1997,,2019/01/16,to-read,to-read (#552),to-read,,,,0,,,0,,,,,
26042767,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""""","=""""",4,4.15,Harper Voyager,Kindle Edition,423,2015,2014,,2016/11/27,,,read,,,,1,,,0,,,,,
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon Lechter,"=""0751532711""","=""9780751532715""",0,4.08,Time Warner Books UK,Paperback,195,2007,1997,,2019/01/13,to-read,to-read (#551),to-read,,,,0,,,0,,,,,
78428,Your Money or Your Life,Vicki Robin,"Robin, Vicki",Joe Dominguez,"=""0140286780""","=""9780140286786""",0,4.07,Penguin Books,Paperback,400,1999,1992,,2019/01/13,to-read,to-read (#550),to-read,,,,0,,,0,,,,,
29806086,"The Book of the Unnamed Midwife (The Road to Nowhere, #1)",Meg Elison,"Elison, Meg",,"=""1503939111""","=""9781503939110""",0,4.14,47North,Paperback,291,2016,2014,,2019/01/12,to-read,to-read (#549),to-read,,,,0,,,0,,,,,
17280233,"Poor Man's Fight (Poor Man's Fight, #1)",Elliott Kay,"Kay, Elliott",,"=""""","=""""",0,4.22,Amazon Digital Services,Kindle Edition,356,2013,2013,,2019/01/12,to-read,to-read (#548),to-read,,,,0,,,0,,,,,
40600413,Kiln People,David Brin,"Brin, David",,"=""""","=""""",0,3.85,Tor Books,Kindle Edition,576,2005,2002,,2019/01/11,to-read,to-read (#547),to-read,,,,0,,,0,,,,,
22350224,Bird Box,Josh Malerman,"Malerman, Josh",,"=""0062259660""","=""9780062259660""",4,4.01,Ecco,Paperback,262,2015,2014,,2016/11/28,,,read,,,,1,,,0,,,,,
13706938,Grimm's Complete Fairy Tales,Jacob Grimm,"Grimm, Jacob","Wilhelm Grimm, Arthur Rackham","=""1435141792""","=""9781435141797""",0,4.27,Fall River Press,Hardcover,682,2012,1812,,2014/07/24,to-read,to-read (#5),to-read,,,,0,,,1,,,unspecified,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",4,4.41,Vintage,Paperback,512,2015,2011,,2018/07/11,,,read,,,,1,,,1,,,unspecified,,
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",4,4.19,Broadway Books,Paperback,544,2004,2003,,2017/01/22,,,read,,,,1,,,2,,,unspecified,,
66479,"Starfish (Rifters, #1)",Peter Watts,"Watts, Peter",,"=""0812575857""","=""9780812575859""",0,3.97,Tor Science Fiction,Paperback,384,2000,1999,,2018/12/28,to-read,to-read (#546),to-read,,,,0,,,0,,,,,
25489134,"The Bear and the Nightingale (Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,"=""1101885939""","=""9781101885932""",0,4.08,Del Rey Books,Hardcover,323,2017,2017,,2018/12/20,to-read,to-read (#545),to-read,,,,0,,,0,,,,,
12666103,A Face Like Glass,Frances Hardinge,"Hardinge, Frances",,"=""0230763502""","=""9780230763500""",0,4.18,Pan Macmillan Children's,Paperback,496,2012,2012,,2018/12/20,to-read,to-read (#544),to-read,,,,0,,,0,,,,,
36510759,The Freeze-Frame Revolution,Peter Watts,"Watts, Peter",,"=""1616962526""","=""9781616962524""",0,3.98,Tachyon Publications,Paperback,190,2018,2018,,2018/12/20,to-read,to-read (#543),to-read,,,,0,,,0,,,,,
17235026,"The Girl With All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",0,3.94,Orbit ,Paperback,461,2014,2014,,2018/12/20,to-read,to-read (#542),to-read,,,,0,,,0,,,,,
36373688,"Revenant Gun (The Machineries of Empire, #3)",Yoon Ha Lee,"Lee, Yoon Ha",,"=""1781086079""","=""9781781086070""",0,4.15,Solaris,Paperback,427,2018,2018,,2018/12/20,to-read,to-read (#541),to-read,,,,0,,,0,,,,,
96284,Remnant Population,Elizabeth Moon,"Moon, Elizabeth",,"=""034546219X""","=""9780345462190""",0,4.06,Del Rey,Paperback,325,2003,1996,,2018/12/20,to-read,to-read (#540),to-read,,,,0,,,0,,,,,
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""9780765397522""",0,4.15,Tor.com,ebook,144,2017,2017,,2018/12/20,to-read,to-read (#539),to-read,,,,0,,,0,,,,,
34523174,"Into the Drowning Deep (Rolling in the Deep, #1)",Mira Grant,"Grant, Mira",,"=""0316379409""","=""9780316379403""",0,4.01,Orbit,Hardcover,440,2017,2017,,2018/12/18,to-read,to-read (#538),to-read,,,,0,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.16,"Little, Brown and Company",Hardcover,309,2008,2008,,2017/02/03,,,read,,,,1,,,1,,,unspecified,,
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",4,4.11,Random House,Hardcover,375,2012,2012,,2018/01/22,,,read,,,,1,,,1,,,unspecified,,
897461,Islandia,Austin Tappan Wright,"Wright, Austin Tappan",,"=""1585678252""","=""9781585678259""",0,4.29,Overlook Press,Paperback,1040,2006,1942,,2018/12/08,to-read,to-read (#537),to-read,,,,0,,,0,,,,,
263466,"Dragon's Egg (Cheela, #1)",Robert L. Forward,"Forward, Robert L.",,"=""034543529X""","=""9780345435293""",0,4.15,Del Rey Books,Paperback,352,2000,1980,,2018/12/08,to-read,to-read (#536),to-read,,,,0,,,0,,,,,
37752621,How to Invent Everything: A Survival Guide for the Stranded Time Traveller,Ryan North,"North, Ryan",,"=""0753552558""","=""9780753552551""",0,4.14,Virgin Digital,ebook,464,2018,2018,,2018/12/06,to-read,to-read (#535),to-read,,,,0,,,0,,,,,
17571464,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",,"=""1451639619""","=""9781451639612""",4,4.12,Simon  Schuster,Paperback,391,2013,1988,,2017/02/03,,,read,,,,1,,,0,,,,,
1052,The Richest Man in Babylon,George S. Clason,"Clason, George S.",,"=""0451205367""","=""9780451205360""",0,4.27,Berkley Books,Paperback,194,2008,1926,,2018/11/19,to-read,to-read (#534),to-read,,,,0,,,0,,,,,
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,"Stanley, Thomas J.",William D. Danko,"=""0671015206""","=""9780671015206""",0,4.04,Gallery Books,Paperback,258,1998,1995,,2018/11/19,to-read,to-read (#533),to-read,,,,0,,,0,,,,,
11382940,Embassytown,China Miéville,"Miéville, China",,"=""0345524500""","=""9780345524508""",5,3.88,Del Rey,Paperback,345,2012,2011,,2014/07/02,,,read,,,,1,,,0,,,,,
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393324826""","=""9780393324822""",4,4.05,W. W. Norton  Company,Paperback,303,2004,2003,,2018/06/29,,,read,,,,1,,,1,,,unspecified,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",4,4.16,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2017/08/16,,,read,,,,1,,,1,,,unspecified,,
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.20,Bloomsbury USA Children's,Hardcover,406,2012,2012,,2018/11/07,to-read,to-read (#532),to-read,,,,0,,,0,,,,,
38769599,"Aching God (Iconoclasts, #1)",Mike Shel,"Shel, Mike",,"=""1985746158""","=""9781985746152""",0,4.24,CreateSpace Independent Publishing Platform,Paperback,602,2018,2018,,2018/10/31,to-read,to-read (#531),to-read,,,,0,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.35,Beacon Press,Paperback,165,2006,1946,,2017/07/26,,,read,,,,1,,,1,,,unspecified,,
381355,The Bogleheads' Guide to Investing,Taylor Larimore,"Larimore, Taylor","Michael LeBoeuf, Mel Lindauer","=""0471730335""","=""9780471730330""",4,4.29,John Wiley & Sons,Hardcover,307,2006,2006,,2017/04/20,,,read,,,,1,,,1,,,unspecified,,
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.11,Business Plus,ebook,288,2012,2012,,2018/10/13,to-read,to-read (#530),to-read,,,,0,,,0,,,,,
32920015,Bone White,Ronald Malfi,"Malfi, Ronald",,"=""149670388X""","=""9781496703880""",0,3.90,Kensington Publishing Corporation,Paperback,384,2017,2017,,2018/10/08,to-read,to-read (#529),to-read,,,,0,,,0,,,,,
82333,The Satanic Bible,Anton Szandor LaVey,"LaVey, Anton Szandor",Peter H. Gilmore,"=""0380015390""","=""9780380015399""",0,3.38,Avon,Paperback,272,2005,1969,,2018/10/07,to-read,to-read (#528),to-read,,,,0,,,1,,,unspecified,,
433322,"Goetia the Lesser Key of Solomon the King: Lemegeton, Book 1 Clavicula Salomonis Regis",S.L. MacGregor Mathers,"Mathers, S.L. MacGregor","Aleister Crowley, Hymenaeus Beta","=""087728847X""","=""9780877288473""",0,3.98,Red Wheel,Paperback,134,1995,1600,,2018/07/28,to-read,to-read (#488),to-read,,,,0,,,1,,,unspecified,,
6308379,The Child Thief,Brom,"Brom, Brom",,"=""0061671339""","=""9780061671333""",0,4.10,Harper Voyager,Hardcover,476,2009,2009,,2018/02/23,to-read,to-read (#402),to-read,,,,0,,,1,,,unspecified,,
153025,Heart-Shaped Box,Joe Hill,"Hill, Joe",,"=""0061147931""","=""9780061147937""",4,3.84,William Morrow,Hardcover,376,2007,2007,,2017/05/04,,,read,,,,1,,,1,,,unspecified,,
569775,The Art of Electronics,Paul Horowitz,"Horowitz, Paul",Winfield Hill,"=""0521370957""","=""9780521370950""",0,4.36,Cambridge University Press,Hardcover,1152,1989,1980,,2018/10/05,to-read,to-read (#527),to-read,,,,0,,,0,,,,,
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,"=""0307353133""","=""9780307353139""",0,3.90,Harmony Books,ebook,308,2007,2007,,2018/10/05,to-read,to-read (#526),to-read,,,,0,,,0,,,,,
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",0,4.24,New English Library,Paperback,1116,1987,1986,,2018/10/05,to-read,to-read (#525),to-read,,,,0,,,0,,,,,
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",4,4.24,William Morrow,Mass Market Paperback,491,2006,1990,,2014/07/02,,,read,,,,1,,,1,,,unspecified,,
6931246,Kraken,China Miéville,"Miéville, China",,"=""034549749X""","=""9780345497499""",0,3.60,Del Rey,Hardcover,509,2010,2010,,2018/09/01,to-read,to-read (#517),to-read,,,,0,,,1,,,unspecified,,
2253484,Shadow Country,Peter Matthiessen,"Matthiessen, Peter",,"=""""","=""""",0,4.05,Modern Library,Hardcover,892,2008,2008,,2018/09/10,to-read,to-read (#524),to-read,,,,0,,,0,,,,,
11943382,Country of the Bad Wolfes,James Carlos Blake,"Blake, James Carlos",,"=""1935955039""","=""9781935955030""",0,4.07,Cinco Puntos Press,Paperback,368,2012,2012,,2018/09/10,to-read,to-read (#523),to-read,,,,0,,,0,,,,,
192528,The Icarus Hunt,Timothy Zahn,"Zahn, Timothy",,"=""0553573918""","=""9780553573916""",0,4.13,Spectra Books,Mass Market Paperback,457,2000,1999,,2018/09/07,to-read,to-read (#522),to-read,,,,0,,,0,,,,,
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""0393609391""","=""9780393609394""",0,4.08,W. W. Norton  Company,Hardcover,208,2017,2017,,2018/09/06,to-read,to-read (#521),to-read,,,,0,,,0,,,,,
11324204,Houdini Heart,Ki Longfellow,"Longfellow, Ki",,"=""0975925512""","=""9780975925515""",0,3.84,Eio Books,Paperback,254,2011,2011,,2018/09/04,to-read,to-read (#520),to-read,,,,0,,,0,,,,,
34431560,Discipline Equals Freedom: Field Manual,Jocko Willink,"Willink, Jocko",,"=""""","=""""",0,4.09,St. Martin's Press,Kindle Edition,189,2017,,,2018/09/03,to-read,to-read (#519),to-read,,,,0,,,0,,,,,
17674968,The Necromancer's House,Christopher Buehlman,"Buehlman, Christopher",,"=""0425256650""","=""9780425256657""",0,3.71,Ace,Hardcover,405,2013,2013,,2018/09/03,to-read,to-read (#518),to-read,,,,0,,,0,,,,,
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.07,Crown Publishing Group,Hardcover,370,2010,2010,,2018/09/01,to-read,to-read (#516),to-read,,,,0,,,0,,,,,
2761,The Denial of Death,Ernest Becker,"Becker, Ernest","Sam Keen, Daniel Goleman","=""0684832402""","=""9780684832401""",0,4.15,Free Press,Paperback,336,1997,1973,,2018/09/01,to-read,to-read (#515),to-read,,,,0,,,0,,,,,
25451264,Death's End (Remembrance of Earth’s Past #3),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",4,4.43,TOR,Hardcover,604,2016,2010,2018/09/01,2018/05/23,,,read,,,,1,,,1,,,unspecified,,
6690798,"The Passage (The Passage, #1)",Justin Cronin,"Cronin, Justin",Dominique Haas,"=""0345504968""","=""9780345504968""",0,4.03,Ballantine Books,Hardcover,766,2010,2010,,2018/08/23,to-read,to-read (#514),to-read,,,,0,,,0,,,,,
61903,"Shards of Honour  (Vorkosigan Saga, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0743468422""","=""9780743468428""",0,4.10,Earthlight,Paperback,253,2003,1986,,2018/08/23,to-read,to-read (#513),to-read,,,,0,,,0,,,,,
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,"=""038039586X""","=""9780380395866""",0,4.06,Avon Books,Mass Market Paperback,478,1975,1972,,2018/08/21,to-read,to-read (#512),to-read,,,,0,,,0,,,,,
29396738,"Monstress, Vol. 1: Awakening",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""""","=""""",0,3.95,Image Comics,Paperback,202,2016,2016,,2018/08/21,to-read,to-read (#511),to-read,,,,0,,,0,,,,,
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,3.99,Henry Holt & Company,Hardcover,358,2012,2012,,2018/08/21,to-read,to-read (#510),to-read,,,,0,,,0,,,,,
899392,The Legacy of Heorot (Heorot #1),Larry Niven,"Niven, Larry","Steven Barnes, Jerry Pournelle","=""0671695320""","=""9780671695323""",0,3.94,Pocket Books,Paperback,383,1989,1987,,2018/08/21,to-read,to-read (#509),to-read,,,,0,,,0,,,,,
299081,The Plucker,Brom,"Brom, Brom",,"=""0810957922""","=""9780810957923""",0,4.30,Harry N. Abrams,Hardcover,156,2005,2005,,2018/08/20,to-read,to-read (#508),to-read,,,,0,,,0,,,,,
31305446,The Amulet (The Midnight Eye Files #1),William Meikle,"Meikle, William",,"=""""","=""""",0,3.85,Gryphonwood Press,Kindle Edition,248,2016,2005,,2018/08/19,to-read,to-read (#507),to-read,,,,0,,,0,,,,,
23212419,No Bad Deed,M. Ryan Seaver,"Seaver, M. Ryan",,"=""""","=""""",0,4.29,Hawkley Books,Kindle Edition,225,2014,2014,,2018/08/19,to-read,to-read (#506),to-read,,,,0,,,0,,,,,
6599565,A Study in Emerald,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.20,Harper Audio,Audible Audio,1,2007,2003,,2018/08/19,to-read,to-read (#505),to-read,,,,0,,,0,,,,,
18656031,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""0316219185""","=""9780316219181""",0,4.29,Orbit,Paperback,389,2014,1996,,2015/11/05,to-read,to-read (#174),to-read,,,,0,,,1,,,unspecified,,
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",4,4.40,Tor Books,Hardcover,512,2015,2008,,2018/05/23,,,read,,,,1,,,1,,,unspecified,,
230852,"City of Saints and Madmen (Ambergris, #1)",Jeff VanderMeer,"VanderMeer, Jeff",Michael Moorcock,"=""0553383574""","=""9780553383577""",0,3.85,Bantam,Paperback,704,2007,2001,,2018/08/06,to-read,to-read (#504),to-read,,,,0,,,0,,,,,
2452401,Teatro Grottesco,Thomas Ligotti,"Ligotti, Thomas",,"=""0978991176""","=""9780978991173""",0,4.10,Mythos Books LLC,Hardcover,312,2007,2006,,2018/08/14,to-read,to-read (#503),to-read,,,,0,,,0,,,,,
219599,My Work is Not Yet Done: Three Tales of Corporate Horror,Thomas Ligotti,"Ligotti, Thomas",Harry Morris,"=""0965943372""","=""9780965943376""",0,3.90,Mythos Books,Hardcover,200,2002,2002,,2018/08/14,to-read,to-read (#502),to-read,,,,0,,,0,,,,,
24611567,Songs of a Dead Dreamer and Grimscribe,Thomas Ligotti,"Ligotti, Thomas",Jeff VanderMeer,"=""0143107763""","=""9780143107767""",0,4.01,Penguin Books,Paperback,448,2016,2015,,2018/08/14,to-read,to-read (#501),to-read,,,,0,,,0,,,,,
363026,Dark Gods,T.E.D. Klein,"Klein, T.E.D.",,"=""055325801X""","=""9780553258011""",0,4.09,Bantam,Mass Market Paperback,261,1986,1979,,2018/08/14,to-read,to-read (#500),to-read,,,,0,,,0,,,,,
1771074,Cold Print,Ramsey Campbell,"Campbell, Ramsey",,"=""0812516605""","=""9780812516609""",0,3.94,Tor Books,Mass Market Paperback,352,1987,1985,,2018/08/14,to-read,to-read (#499),to-read,,,,0,,,0,,,,,
