Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
7876300,Occultation and Other Stories,Laird Barron,"Barron, Laird",,"=""1597801925""","=""9781597801928""",0,4.09,Night Shade,Hardcover,245,2010,2010,,2017/07/13,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",4,4.37,Alfred A. Knopf,Hardcover,552,2006,2005,2020/12/27,2017/03/03,,,read,,,,1,,,1,,,unspecified,,
759517,Hard to Be a God,Arkady Strugatsky,"Strugatsky, Arkady",Boris Strugatsky,"=""0816491216""","=""9780816491216""",0,4.18,Seabury Press,Hardcover,219,1973,1964,,2020/12/24,to-read,to-read (#807),to-read,,,,0,,,0,,,,,
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""0743455967""","=""9780743455961""",5,4.32,Pocket Books,Mass Market Paperback,320,2002,2000,2020/12/18,2014/08/02,,,read,,,,2,,,1,,,unspecified,,
920795,The New Weird,Ann VanderMeer,"VanderMeer, Ann","Jeff VanderMeer, Jay Lake, Jeffrey Ford, Sarah Monette, Paul Di Filippo, Michael Moorcock, China Miéville, Hal Duncan, K.J. Bishop, Felix Gilman, Steph Swainston, M. John Harrison, Clive Barker, Leena Krohn, Alistair Rennie","=""1892391554""","=""9781892391551""",0,3.74,Tachyon Publications,Paperback,403,2008,2008,,2020/12/10,to-read,to-read (#806),to-read,,,,0,,,0,,,,,
7597,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.08,Harper Perennial Modern Classics,Paperback,429,2006,1967,,2017/08/31,abandoned,abandoned (#5),abandoned,,,,0,,,1,,,unspecified,,
43093526,"The Cruel Stars (The Cruel Stars, #1)",John Birmingham,"Birmingham, John",,"=""0399593314""","=""9780399593314""",0,4.14,Del Rey Books,Hardcover,412,2019,2019,,2020/12/09,to-read,to-read (#805),to-read,,,,0,,,0,,,,,
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""""","=""""",0,4.24,Viking,Hardcover,288,2020,2020,,2020/12/06,to-read,to-read (#804),to-read,,,,0,,,0,,,,,
44098,The Inmates Are Running the Asylum: Why High Tech Products Drive Us Crazy and How to Restore the Sanity,Alan Cooper,"Cooper, Alan",,"=""0672326140""","=""""",0,3.94,Sams Publishing,Paperback,255,2004,1999,,2020/12/05,to-read,to-read (#803),to-read,,,,0,,,0,,,,,
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",0,4.16,Basic Books,Paperback,240,2002,1988,,2020/12/05,to-read,to-read (#802),to-read,,,,0,,,0,,,,,
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",4,4.26,"Little, Brown and Company",Hardcover,393,2018,2018,2020/12/05,2018/11/01,,,read,,,,1,,,1,,,unspecified,,
23664693,"Scrum: A revolutionary approach to building teams, beating deadlines and boosting productivity",Jeff Sutherland,"Sutherland, Jeff",,"=""1847941109""","=""9781847941107""",0,4.19,Random House Business,Paperback,248,2015,2014,,2020/12/04,to-read,to-read (#801),to-read,,,,0,,,0,,,,,
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",0,4.10,Random House,Hardcover,426,2012,2012,,2020/12/04,to-read,to-read (#800),to-read,,,,0,,,0,,,,,
4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim,"Kim, W. Chan",Renée Mauborgne,"=""1591396190""","=""9781591396192""",0,3.95,Harvard Business Review Press,Hardcover,240,2005,1994,,2020/12/04,to-read,to-read (#799),to-read,,,,0,,,0,,,,,
13425570,How Will You Measure Your Life?,Clayton M. Christensen,"Christensen, Clayton M.","James Allworth, Karen Dillon","=""0062102427""","=""9780062102423""",0,4.08,Harper Business,ebook,240,2012,2012,,2020/12/04,to-read,to-read (#798),to-read,,,,0,,,0,,,,,
2618,The Innovator's Solution: Creating and Sustaining Successful Growth,Clayton M. Christensen,"Christensen, Clayton M.",Michael E. Raynor,"=""1578518520""","=""9781578518524""",0,4.05,Harvard Business Review Press,Hardcover,320,2003,2003,,2020/12/04,to-read,to-read (#797),to-read,,,,0,,,0,,,,,
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.17,Riverhead Books,Hardcover,352,2019,2019,,2020/12/04,to-read,to-read (#796),to-read,,,,0,,,0,,,,,
13434598,Owning Our Future: The Emerging Ownership Revolution,Marjorie Kelly,"Kelly, Marjorie",David C. Korten,"=""1605093106""","=""9781605093109""",0,4.29,Berrett-Koehler Publishers,Paperback,288,2012,2012,,2020/12/04,to-read,to-read (#795),to-read,,,,0,,,0,,,,,
918139,After Capitalism (New Critical Theory),David Schweickart,"Schweickart, David",,"=""0742513009""","=""9780742513006""",0,3.98,"Rowman & Littlefield Publishers, Inc. (Lanham, MD)",Paperback,224,2002,2002,,2020/12/04,to-read,to-read (#794),to-read,,,,0,,,0,,,,,
26196192,Capitalism's Crisis Deepens: Essays on the Global Economic Meltdown 2010-2014,Richard D. Wolff,"Wolff, Richard D.",,"=""1608465950""","=""9781608465958""",0,4.15,Haymarket Books,Paperback,318,2016,2016,,2020/12/04,to-read,to-read (#793),to-read,,,,0,,,0,,,,,
13591849,Democracy at Work: A Cure for Capitalism,Richard D. Wolff,"Wolff, Richard D.",,"=""1608462471""","=""9781608462476""",0,3.96,Haymarket Books,Paperback,220,2012,2012,,2020/12/04,to-read,to-read (#792),to-read,,,,0,,,0,,,,,
8533690,Humanizing the Economy: Co-operatives in the Age of Capital,John Restakis,"Restakis, John",,"=""086571651X""","=""9780865716513""",0,3.95,New Society Publishers,Paperback,288,2010,2010,,2020/12/04,to-read,to-read (#791),to-read,,,,0,,,0,,,,,
6758280,"For All the People: Uncovering the Hidden History of Cooperation, Cooperative Movements, and Communalism in America",John Curl,"Curl, John",,"=""1604860723""","=""9781604860726""",0,4.11,PM Press,Paperback,506,2009,2009,,2020/11/29,to-read,to-read (#790),to-read,,,,0,,,0,,,,,
25303058,Building Co-operative Power: Stories and Strategies from Worker Co-operatives in the Connecticut River Valley,Janelle Cornwell,"Cornwell, Janelle","Michael Johnson, Adam Trott, Julie Graham, John Curl","=""1937146464""","=""9781937146467""",0,4.25,Levellers Press,Paperback,284,2013,2013,,2020/11/29,to-read,to-read (#789),to-read,,,,0,,,0,,,,,
4839702,Companies We Keep: Employee Ownership and the Business of Community and Place,John Abrams,"Abrams, John",,"=""160358000X""","=""9781603580007""",0,4.35,Chelsea Green Publishing Company,Paperback,333,2008,2008,,2020/11/29,to-read,to-read (#788),to-read,,,,0,,,0,,,,,
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.87,"Oxford University Press, USA",Hardcover,328,2014,2014,,2020/11/23,to-read,to-read (#787),to-read,,,,0,,,0,,,,,
50485582,The Precipice: Existential Risk and the Future of Humanity,Toby  Ord,"Ord, Toby",,"=""1526600218""","=""9781526600219""",0,4.28,Bloomsbury Publishing,Hardcover,480,2020,2020,,2020/11/23,to-read,to-read (#786),to-read,,,,0,,,0,,,,,
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""0385534639""","=""9780385534635""",4,4.03,Doubleday,Hardcover,391,2011,2011,2020/11/22,2016/11/27,,,read,,,,1,,,1,,,unspecified,,
77504,"Blue Mars (Mars Trilogy, #3)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553573357""","=""9780553573350""",4,3.94,Bantam Doubleday Dell Publishing Group Ltd.,Mass Market Paperback,768,1997,1996,2020/11/14,2014/07/02,,,read,,,,1,,,2,,,unspecified,,
6863668,"Darkfever (Fever, #1)",Karen Marie Moning,"Moning, Karen Marie",,"=""""","=""""",0,4.07,Dell,Mass Market Paperback,349,2007,2006,,2020/11/13,to-read,to-read (#785),to-read,,,,0,,,0,,,,,
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""038560310X""","=""9780385603102""",5,4.05,Random House,Paperback,705,2000,2000,2018/04/21,2016/11/27,,,read,,,,1,,,0,,,,,
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",4,3.71,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2019/05/01,2017/05/02,,,read,,,,1,,,1,,,unspecified,,
28503870,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""1101972122""","=""9781101972120""",5,4.23,Vintage,Paperback,286,2016,2002,2019/09/29,2016/11/27,,,read,,,,1,,,1,,,unspecified,,
49084908,The Life You Can Save: How to Do Your Part to End World Poverty,Peter Singer,"Singer, Peter",,"=""""","=""""",4,4.14,,Kindle Edition,304,2019,2009,2019/12/28,2019/12/28,,,read,,,,1,,,0,,,,,
7058480,Envisioning Real Utopias,Erik Olin Wright,"Wright, Erik Olin",,"=""1844676188""","=""9781844676187""",5,4.08,Verso,Hardcover,288,2010,2010,2020/03/23,2019/11/22,,,read,,,,1,,,1,,,unspecified,,
9424053,"Blue Remembered Earth (Poseidon's Children, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0575088273""","=""9780575088276""",0,3.88,Orion Publishing Group,Hardcover,512,2012,2012,,2020/10/20,to-read,to-read (#784),to-read,,,,0,,,0,,,,,
16113422,The Anatomy of Violence: The Biological Roots of Crime,Adrian Raine,"Raine, Adrian",,"=""0307907783""","=""9780307907783""",0,3.98,Vintage,ebook,528,2013,2013,,2020/10/05,to-read,to-read (#783),to-read,,,,0,,,0,,,,,
24396871,"The Pentagon's Brain: An Uncensored History of DARPA, America's Top-Secret Military Research Agency",Annie Jacobsen,"Jacobsen, Annie",,"=""0316371769""","=""9780316371766""",0,3.90,"Little, Brown and Company",Hardcover,560,2015,2015,,2020/09/26,to-read,to-read (#782),to-read,,,,0,,,0,,,,,
772606,"Valor's Choice (Confederation, #1)",Tanya Huff,"Huff, Tanya",,"=""0886778964""","=""9780886778965""",0,3.98,DAW,Mass Market Paperback,416,2000,2000,,2020/09/17,to-read,to-read (#781),to-read,,,,0,,,0,,,,,
171535,"A Call to Arms (The Damned, #1)",Alan Dean Foster,"Foster, Alan Dean",,"=""0345901622""","=""9780345901620""",0,3.79,Del Rey Books,Paperback,341,1994,1991,,2020/09/17,to-read,to-read (#780),to-read,,,,0,,,0,,,,,
35128,With Friends Like These...,Alan Dean Foster,"Foster, Alan Dean",,"=""0345323904""","=""9780345323903""",0,3.95,Del Rey,Mass Market Paperback,236,1977,1977,,2020/09/17,to-read,to-read (#779),to-read,,,,0,,,0,,,,,
9998,The Woman in the Dunes,Kōbō Abe,"Abe, Kōbō",E. Dale Saunders,"=""0679733787""","=""9780679733782""",0,3.91,Vintage,Paperback,241,1991,1962,,2020/09/17,to-read,to-read (#778),to-read,,,,0,,,0,,,,,
43909397,No Longer Human,Junji Ito,"Ito, Junji","Osamu Dazai, Jocelyne Allen","=""1974707091""","=""9781974707096""",0,4.20,VIZ Media,Hardcover,616,2019,2019,,2020/09/17,to-read,to-read (#777),to-read,,,,0,,,0,,,,,
28766,Fiasco,Stanisław Lem,"Lem, Stanisław",Michael Kandel,"=""0156306301""","=""9780156306300""",0,4.12,Mariner Books,Paperback,322,1988,1986,,2020/09/16,to-read,to-read (#776),to-read,,,,0,,,0,,,,,
40859000,Delta-V,Daniel Suarez,"Suarez, Daniel",,"=""1524742414""","=""9781524742416""",0,4.15,Dutton,Hardcover,437,2019,2019,,2020/09/11,to-read,to-read (#775),to-read,,,,0,,,0,,,,,
32999998,Platform Capitalism,Nick Srnicek,"Srnicek, Nick",,"=""""","=""""",0,3.97,Polity,Paperback,171,2016,2016,,2020/09/06,to-read,to-read (#774),to-read,,,,0,,,0,,,,,
17305016,"Dreamer's Pool (Blackthorn & Grim, #1)",Juliet Marillier,"Marillier, Juliet",,"=""0451466993""","=""9780451466990""",0,3.96,Roc,Hardcover,434,2014,2014,,2020/09/03,to-read,to-read (#773),to-read,,,,0,,,0,,,,,
52304082,Bit Tyrants: The Political Economy of Silicon Valley,Rob Larson,"Larson, Rob",,"=""""","=""""",0,3.93,Haymarket Books,Kindle Edition,,2020,2020,,2020/09/03,to-read,to-read (#772),to-read,,,,0,,,0,,,,,
845501,The Fifth Head of Cerberus,Gene Wolfe,"Wolfe, Gene",,"=""0312890206""","=""9780312890209""",0,3.98,Orb Books,Paperback,252,1994,1972,,2020/09/03,to-read,to-read (#771),to-read,,,,0,,,0,,,,,
49838,"Titan (Gaea, #1)",John Varley,"Varley, John",,"=""""","=""""",0,3.95,Ace,Paperback,309,1987,1979,,2020/09/03,to-read,to-read (#770),to-read,,,,0,,,0,,,,,
12970063,At the Mouth of the River of Bees,Kij Johnson,"Johnson, Kij",,"=""1931520801""","=""9781931520805""",0,4.07,Small Beer Press,Paperback,297,2012,2012,,2020/09/03,to-read,to-read (#769),to-read,,,,0,,,0,,,,,
33852053,Gnomon,Nick Harkaway,"Harkaway, Nick",,"=""""","=""""",0,3.87,William Heinemann,Hardcover,688,2017,2017,,2020/09/03,to-read,to-read (#768),to-read,,,,0,,,0,,,,,
25733442,Version Control,Dexter Palmer,"Palmer, Dexter",,"=""0307907597""","=""9780307907592""",0,3.74,Pantheon,Hardcover,495,2016,2016,,2020/09/03,to-read,to-read (#767),to-read,,,,0,,,0,,,,,
1281575,"Jhereg (Vlad Taltos, #1)",Steven Brust,"Brust, Steven",,"=""0441385540""","=""9780441385546""",0,4.13,Ace,Paperback,239,1987,1983,,2016/11/29,to-read,to-read (#266),to-read,,,,0,,,0,,,,,
18949,We the Underpeople,Cordwainer Smith,"Smith, Cordwainer",,"=""1416520953""","=""9781416520955""",0,4.22,Baen,Paperback,480,2006,1968,,2020/09/03,to-read,to-read (#766),to-read,,,,0,,,0,,,,,
37173847,Foundryside (The Founders Trilogy #1),Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""""","=""""",0,4.23,Crown,Kindle Edition,512,2018,2018,,2020/09/03,to-read,to-read (#765),to-read,,,,0,,,0,,,,,
111190,"Eclipse (A Song Called Youth, #1)",John Shirley,"Shirley, John",,"=""1930235003""","=""9781930235007""",0,3.93,Babbage Pr,Paperback,326,1999,1985,,2020/09/03,to-read,to-read (#764),to-read,,,,0,,,0,,,,,
185822,"The Star Fraction (The Fall Revolution, #1)",Ken MacLeod,"MacLeod, Ken",,"=""0765301563""","=""9780765301567""",0,3.71,Tor Books,Paperback,320,2002,1995,,2020/09/03,to-read,to-read (#763),to-read,,,,0,,,0,,,,,
40523931,The Light Brigade,Kameron Hurley,"Hurley, Kameron",,"=""1481447963""","=""9781481447966""",0,3.94,Saga Press,Hardcover,356,2019,2019,,2020/09/03,to-read,to-read (#762),to-read,,,,0,,,0,,,,,
48643567,The Doors of Eden,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""""","=""9781509865925""",0,3.94,Tor,ebook,,2020,2020,,2020/09/03,to-read,to-read (#761),to-read,,,,0,,,0,,,,,
50998056,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316300136""","=""9780316300131""",0,4.03,Orbit,Hardcover,576,2020,2020,,2020/09/01,to-read,to-read (#760),to-read,,,,0,,,0,,,,,
53441196,Lovecraft Country,Matt Ruff,"Ruff, Matt",,"=""0063061791""","=""9780063061798""",0,4.04,Harper Perennial,Paperback,400,2020,2016,,2020/08/24,to-read,to-read (#759),to-read,,,,0,,,0,,,,,
12009,The Algebraist,Iain M. Banks,"Banks, Iain M.",,"=""1597800449""","=""9781597800440""",0,4.03,Night Shade Books,Paperback,434,2006,2004,,2020/08/14,to-read,to-read (#758),to-read,,,,0,,,0,,,,,
68488,"Fool's Errand (Tawny Man, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",0,4.29,Voyager,Mass Market Paperback,661,2002,2001,,2020/08/06,to-read,to-read (#757),to-read,,,,0,,,0,,,,,
12600138,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""0307887448""","=""9780307887443""",0,4.25,Broadway Books,Paperback,374,2012,2011,,2020/08/01,to-read,to-read (#756),to-read,,,,0,,,0,,,,,
567678,The Wasp Factory,Iain Banks,"Banks, Iain",,"=""0684853159""","=""9780684853154""",0,3.81,Simon & Schuster (NYC),Paperback,192,1998,1984,,2020/07/15,to-read,to-read (#755),to-read,,,,0,,,0,,,,,
38914131,The People’s Republic of Walmart: How the World’s Biggest Corporations are Laying the Foundation for Socialism,Leigh Phillips,"Phillips, Leigh",Michal Rozworski,"=""""","=""""",0,4.04,Verso,Kindle Edition,257,2019,2019,,2020/07/15,to-read,to-read (#754),to-read,,,,0,,,0,,,,,
7636063,The Cybernetic Brain: Sketches of Another Future,Andrew Pickering,"Pickering, Andrew",,"=""0226667898""","=""9780226667898""",0,4.18,University of Chicago Press,Hardcover,536,2011,2010,,2020/07/15,to-read,to-read (#753),to-read,,,,0,,,0,,,,,
6888680,Classical Econophysics,Paul Cockshott,"Cockshott, Paul","Gregory John Michaelson, Ian P. Wright","=""0415478480""","=""9780415478489""",0,3.89,Routledge,Hardcover,364,2009,2009,,2020/07/15,to-read,to-read (#752),to-read,,,,0,,,0,,,,,
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,4.07,Vintage,Paperback,343,1994,1965,,2020/06/30,to-read,to-read (#751),to-read,,,,0,,,0,,,,,
17798822,Tales From The Arabian Nights,Anonymous                     .,"., Anonymous",Richard Francis Burton,"=""""","=""9781435143906""",0,4.04,Fall River Press,Hardcover,672,2012,1315,,2014/07/24,to-read,to-read (#4),to-read,,,,0,,,1,,,unspecified,,
18406251,The Market Gardener: A Handbook for Successful Small-Scale Organic Farming,Jean-Martin Fortier,"Fortier, Jean-Martin","Severine von Tscharner Fleming, The Greenhorns","=""0865717656""","=""9780865717657""",0,4.50,New Society Publishers,Paperback,240,2014,2014,,2020/06/22,to-read,to-read (#750),to-read,,,,0,,,0,,,,,
1310326,The Cohousing Handbook: Building a Place for Community,Chris ScottHanson,"ScottHanson, Chris",Kelly Scotthanson,"=""0865715173""","=""9780865715172""",0,3.89,New Society Publishers,Paperback,290,2004,1996,,2020/06/17,to-read,to-read (#749),to-read,,,,0,,,0,,,,,
8533733,Creating Cohousing: Building Sustainable Communities,Kathryn McCamant,"McCamant, Kathryn",Charles Durrett,"=""0865716722""","=""9780865716728""",0,3.89,New Society Publishers,Paperback,336,2011,2011,,2020/06/06,to-read,to-read (#748),to-read,,,,0,,,0,,,,,
1197919,Finding Community: How to Join an Ecovillage or Intentional Community,Diana Leafe Christian,"Christian, Diana Leafe",,"=""0865715785""","=""9780865715783""",0,4.04,New Society Publishers,Paperback,256,2007,2007,,2020/06/06,to-read,to-read (#747),to-read,,,,0,,,0,,,,,
433567,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"Abbott, Edwin A.",Banesh Hoffmann,"=""048627263X""","=""9780486272634""",0,3.81,"Dover Publications, Inc.",Paperback,96,1992,1884,,2020/06/06,to-read,to-read (#746),to-read,,,,0,,,0,,,,,
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345409469""","=""9780345409461""",0,4.27,Ballantine Books,Paperback,459,1997,1996,,2020/06/06,to-read,to-read (#745),to-read,,,,0,,,0,,,,,
467103,"The Flood (Blackwater, #1)",Michael McDowell,"McDowell, Michael",,"=""0380814897""","=""9780380814893""",0,4.10,Avon Books,Mass Market Paperback,189,1983,1983,,2020/06/06,to-read,to-read (#744),to-read,,,,0,,,0,,,,,
769524,The Resurrection Man's Legacy: And Other Stories,Dale Bailey,"Bailey, Dale",Barry N. Malzberg,"=""1930846223""","=""9781930846227""",0,4.27,Golden Gryphon Press,Hardcover,290,2003,2003,,2020/06/06,to-read,to-read (#743),to-read,,,,0,,,0,,,,,
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Lloyd Alexander, H.P. van den Aardweg, Hayden Carruth","=""0811201880""","=""9780811201889""",0,3.92,New Directions,Hardcover,178,1969,1938,,2020/06/06,to-read,to-read (#742),to-read,,,,0,,,0,,,,,
171125,The Carpet Makers,Andreas Eschbach,"Eschbach, Andreas","Doryl Jensen, Orson Scott Card","=""0765314908""","=""9780765314901""",0,4.15,Tor Books,Paperback,297,2006,1995,,2020/06/06,to-read,to-read (#741),to-read,,,,0,,,0,,,,,
57043,"Foreigner (Foreigner, #1)",C.J. Cherryh,"Cherryh, C.J.",,"=""0756402514""","=""9780756402518""",0,3.94,DAW,Mass Market Paperback,428,2004,1994,,2020/06/06,to-read,to-read (#740),to-read,,,,0,,,0,,,,,
513160,"The Ring of Charon (The Hunted Earth, #1)",Roger MacBride Allen,"Allen, Roger MacBride",,"=""0812530144""","=""9780812530148""",0,3.90,Tor Books,Paperback,500,1990,1990,,2020/06/06,to-read,to-read (#739),to-read,,,,0,,,0,,,,,
29090844,The Stars Are Legion,Kameron Hurley,"Hurley, Kameron",,"=""""","=""""",0,3.66,Saga Press,Kindle Edition,400,2017,2017,,2020/06/06,to-read,to-read (#738),to-read,,,,0,,,0,,,,,
69169,"God Stalk (Kencyrath, #1)",P.C. Hodgell,"Hodgell, P.C.",,"=""0425060799""","=""9780425060797""",0,4.12,Berkley,Mass Market Paperback,284,1983,1982,,2020/06/06,to-read,to-read (#737),to-read,,,,0,,,0,,,,,
36440711,Obscura,Joe Hart,"Hart, Joe",,"=""""","=""""",0,4.05,Thomas & Mercer,Kindle Edition,348,2018,2018,,2020/06/06,to-read,to-read (#736),to-read,,,,0,,,0,,,,,
284996,The Complete Stories,Flannery O'Connor,"O'Connor, Flannery",Robert Giroux,"=""""","=""""",0,4.40,"Farrar, Straus & Giroux",Paperback,555,1971,1955,,2020/06/06,to-read,to-read (#735),to-read,,,,0,,,0,,,,,
51306,Mutual Aid,Pyotr Kropotkin,"Kropotkin, Pyotr",,"=""1426414595""","=""9781426414596""",0,4.23,BiblioLife,Paperback,236,2008,1891,,2020/06/02,to-read,to-read (#734),to-read,,,,0,,,0,,,,,
1113155,The Conquest of Bread,Pyotr Kropotkin,"Kropotkin, Pyotr",,"=""1904859100""","=""9781904859109""",0,4.13,AK Press,Paperback,224,2006,1892,,2020/06/02,to-read,to-read (#733),to-read,,,,0,,,0,,,,,
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",0,4.23,Metropolitan Books,Hardcover,558,2007,2006,,2020/05/31,to-read,to-read (#732),to-read,,,,0,,,0,,,,,
45184105,Legislature by Lot: Real Abstraction and Contemporary Art,John Gastil,"Gastil, John",Erik Olin Wright,"=""1788736125""","=""9781788736121""",0,4.50,Verso,Library Binding,448,2019,,,2020/03/05,to-read,to-read (#722),to-read,,,,0,,,0,,,,,
13497991,The Hydrogen Sonata (Culture #10),Iain M. Banks,"Banks, Iain M.",,"=""0356501507""","=""9780356501505""",0,4.18,Orbit,Hardcover,517,2012,2012,,2020/05/16,to-read,to-read (#731),to-read,,,,0,,,0,,,,,
886066,"Matter (Culture, #8)",Iain M. Banks,"Banks, Iain M.",,"=""1841494186""","=""9781841494180""",0,4.08,Orbit,Paperback,593,2008,2008,,2020/05/16,to-read,to-read (#730),to-read,,,,0,,,0,,,,,
12016,"Look to Windward (Culture, #7)",Iain M. Banks,"Banks, Iain M.",,"=""0743421922""","=""9780743421928""",0,4.20,Pocket Books/Simon & Schuster (NY),Paperback,496,2002,2000,,2020/05/16,to-read,to-read (#729),to-read,,,,0,,,0,,,,,
12013,"Excession (Culture, #5)",Iain M. Banks,"Banks, Iain M.",,"=""0553575376""","=""9780553575378""",0,4.20,Bantam Spectra (NY),Mass Market Paperback,499,1998,1996,,2020/05/16,to-read,to-read (#728),to-read,,,,0,,,0,,,,,
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",5,4.27,HarperPrism,Paperback,293,1997,1988,2020/05/16,2014/07/02,,,read,,,,1,,,2,,,unspecified,,
11588,The Shining,Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",4,4.23,New English Library (Hodder & Stoughton) ,Paperback,659,1980,1977,2020/04/21,2020/01/28,,,read,,,,1,,,1,,,unspecified,,
28220854,Futuristic Violence and Fancy Suits,David  Wong,"Wong, David",,"=""1250097754""","=""9781250097750""",0,3.82,St. Martin's Griffin,Paperback,384,2016,2015,,2020/04/14,to-read,to-read (#727),to-read,,,,0,,,0,,,,,
51284188,The Ministry Of The Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""""","=""9780316300162""",0,4.03,Hatchette,Hardcover,480,2020,2020,,2020/04/11,to-read,to-read (#726),to-read,,,,0,,,0,,,,,
11830394,2312,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316098124""","=""9780316098120""",0,3.48,Orbit,Hardcover,561,2012,2012,,2020/04/11,to-read,to-read (#725),to-read,,,,0,,,0,,,,,
51947057,Wild Seed,Octavia E. Butler,"Butler, Octavia E.",,"=""1538751488""","=""9781538751480""",0,4.21,Grand Central Publishing,Paperback,307,2020,1980,,2020/03/16,to-read,to-read (#724),to-read,,,,0,,,0,,,,,
50612756,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759791""","=""9781524759797""",0,4.15,Ballantine Books,Paperback,336,2020,2019,,2020/03/09,to-read,to-read (#723),to-read,,,,0,,,0,,,,,
2276274,"Recasting Egalitarianism: New Rules for Communities, States and Markets",Samuel Bowles,"Bowles, Samuel",Herbert Gintis,"=""185984863X""","=""9781859848630""",0,3.83,Verso,Hardcover,412,1999,1998,,2020/03/05,to-read,to-read (#721),to-read,,,,0,,,0,,,,,
997739,"Associations and Democracy: The Real Utopias Project, Vol. 1",Joel Rogers,"Rogers, Joel",Paul Q. Hirst,"=""1859840485""","=""9781859840481""",0,3.67,Verso,Paperback,,1995,1995,,2020/03/05,to-read,to-read (#720),to-read,,,,0,,,0,,,,,
993496,Redesigning Distribution: Basic Income and Stakeholder Grants as Cornerstones for an Egalitarian Capitalism,Bruce A. Ackerman,"Ackerman, Bruce A.",Philippe van Parijs,"=""1844675173""","=""9781844675173""",0,3.25,Verso,Paperback,228,2006,2005,,2020/03/05,to-read,to-read (#719),to-read,,,,0,,,0,,,,,
1279716,Equal Shares: Making Market Socialism Work,John E. Roemer,"Roemer, John E.",,"=""1859840531""","=""9781859840535""",0,4.20,Verso,Paperback,,1996,1996,,2020/03/05,to-read,to-read (#718),to-read,,,,0,,,0,,,,,
1324371,Deepening Democracy: Institutional Innovations in Empowered Participatory Governance,Archon Fung,"Fung, Archon",Erik Olin Wright,"=""1859844669""","=""9781859844663""",0,3.82,Verso,Paperback,312,2003,2003,,2020/03/05,to-read,to-read (#717),to-read,,,,0,,,0,,,,,
13651,"The Dispossessed (Hainish Cycle, #6)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,4.20,Harper Voyager,Paperback,387,1994,1974,2020/02/28,2018/08/23,,,read,,,,1,,,1,,,unspecified,,
